PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,ZIP
12/28/2015,48,43,37,94041
12/29/2015,55,45,34,94041
12/30/2015,57,46,34,94041
12/31/2015,53,46,38,94041
1/1/2016,50,42,34,94041
1/2/2016,52,47,42,94041
1/3/2016,55,49,42,94041
1/4/2016,62,55,47,94041
1/5/2016,56,52,48,94041
1/6/2016,55,51,47,94041
1/7/2016,55,49,42,94041
1/8/2016,54,47,39,94041
1/9/2016,57,53,49,94041
1/10/2016,56,51,46,94041
1/11/2016,60,55,49,94041
1/12/2016,66,55,44,94041
1/13/2016,62,53,44,94041
1/14/2016,59,51,42,94041
1/15/2016,63,56,49,94041
1/16/2016,64,58,52,94041
1/17/2016,61,59,56,94041
1/18/2016,65,59,52,94041
1/19/2016,65,58,51,94041
1/20/2016,62,54,46,94041
1/21/2016,68,58,48,94041
1/22/2016,63,59,55,94041
1/23/2016,59,53,47,94041
1/24/2016,58,51,43,94041
1/25/2016,62,54,45,94041
1/26/2016,62,54,45,94041
1/27/2016,66,56,46,94041
1/28/2016,63,53,43,94041
1/29/2016,67,61,54,94041
1/30/2016,59,55,51,94041
1/31/2016,56,51,46,94041
2/1/2016,56,50,43,94041
2/2/2016,58,50,42,94041
2/3/2016,57,48,39,94041
2/4/2016,60,53,45,94041
2/5/2016,63,52,40,94041
2/6/2016,64,54,44,94041
2/7/2016,72,59,45,94041
2/8/2016,75,62,49,94041
2/9/2016,73,59,45,94041
2/10/2016,71,59,47,94041
2/11/2016,70,59,47,94041
2/12/2016,69,59,49,94041
2/13/2016,68,60,52,94041
2/14/2016,74,60,46,94041
2/15/2016,78,67,56,94041
2/16/2016,78,64,50,94041
2/17/2016,69,60,51,94041
2/18/2016,64,57,50,94041
2/19/2016,65,55,45,94041
2/20/2016,60,54,47,94041
2/21/2016,64,54,44,94041
2/22/2016,70,57,44,94041
2/23/2016,72,57,42,94041
2/24/2016,71,59,46,94041
2/25/2016,75,62,48,94041
2/26/2016,69,60,51,94041
2/27/2016,67,61,54,94041
2/28/2016,67,58,48,94041
2/29/2016,73,63,52,94041
3/1/2016,71,61,51,94041
3/2/2016,72,61,49,94041
3/3/2016,69,62,54,94041
3/4/2016,67,63,58,94041
3/5/2016,64,60,55,94041
3/6/2016,62,55,48,94041
3/7/2016,58,53,48,94041
3/8/2016,59,51,43,94041
3/9/2016,70,61,52,94041
3/10/2016,65,61,57,94041
3/11/2016,62,57,52,94041
3/12/2016,61,54,46,94041
3/13/2016,61,58,55,94041
3/14/2016,62,56,50,94041
3/15/2016,67,56,44,94041
3/16/2016,72,58,44,94041
3/17/2016,77,63,49,94041
3/18/2016,65,59,53,94041
3/19/2016,69,61,52,94041
3/20/2016,73,63,52,94041
3/21/2016,67,58,49,94041
3/22/2016,63,54,45,94041
3/23/2016,68,58,47,94041
3/24/2016,69,57,45,94041
3/25/2016,68,59,49,94041
3/26/2016,70,59,47,94041
3/27/2016,68,60,52,94041
3/28/2016,61,55,49,94041
3/29/2016,66,54,41,94041
3/30/2016,64,54,43,94041
3/31/2016,66,58,50,94041
4/1/2016,64,55,46,94041
4/2/2016,71,60,49,94041
4/3/2016,66,60,53,94041
4/4/2016,70,61,52,94041
4/5/2016,80,65,49,94041
4/6/2016,88,71,53,94041
4/7/2016,75,67,59,94041
4/8/2016,65,62,59,94041
4/9/2016,64,61,58,94041
4/10/2016,59,57,55,94041
4/11/2016,68,60,51,94041
4/12/2016,61,56,51,94041
4/13/2016,67,58,48,94041
4/14/2016,65,58,51,94041
4/15/2016,71,60,49,94041
4/16/2016,81,65,49,94041
4/17/2016,84,69,53,94041
4/18/2016,86,70,54,94041
4/19/2016,80,68,55,94041
4/20/2016,76,63,49,94041
4/21/2016,76,67,58,94041
4/22/2016,63,59,54,94041
4/23/2016,68,59,49,94041
4/24/2016,69,61,52,94041
4/25/2016,66,58,49,94041
4/26/2016,68,57,45,94041
4/27/2016,63,56,49,94041
4/28/2016,74,62,49,94041
4/29/2016,72,61,49,94041
4/30/2016,78,66,53,94041
5/1/2016,83,69,54,94041
5/2/2016,71,63,55,94041
5/3/2016,72,64,56,94041
5/4/2016,70,63,56,94041
5/5/2016,71,64,56,94041
5/6/2016,61,58,54,94041
5/7/2016,64,59,54,94041
5/8/2016,70,64,57,94041
5/9/2016,69,63,56,94041
5/10/2016,72,64,56,94041
5/11/2016,69,63,56,94041
5/12/2016,67,62,56,94041
5/13/2016,69,62,54,94041
5/14/2016,73,63,53,94041
5/15/2016,73,65,56,94041
5/16/2016,76,65,54,94041
5/17/2016,90,73,55,94041
5/18/2016,82,71,60,94041
5/19/2016,72,64,55,94041
5/20/2016,64,59,53,94041
5/21/2016,64,59,53,94041
5/22/2016,69,58,47,94041
5/23/2016,71,61,50,94041
5/24/2016,71,63,55,94041
5/25/2016,72,64,55,94041
5/26/2016,74,64,53,94041
5/27/2016,77,65,52,94041
5/28/2016,86,72,57,94041
5/29/2016,80,68,55,94041
5/30/2016,78,66,54,94041
5/31/2016,84,71,58,94041
6/1/2016,77,68,58,94041
6/2/2016,82,71,60,94041
6/3/2016,92,76,59,94041
6/4/2016,84,73,61,94041
6/5/2016,82,71,59,94041
6/6/2016,73,66,58,94041
6/7/2016,74,68,61,94041
6/8/2016,74,66,58,94041
6/9/2016,70,64,57,94041
6/10/2016,75,65,55,94041
6/11/2016,85,69,53,94041
6/12/2016,79,69,59,94041
6/13/2016,75,66,57,94041
6/14/2016,72,64,56,94041
6/15/2016,69,61,53,94041
6/16/2016,76,65,53,94041
6/17/2016,79,69,58,94041
6/18/2016,77,67,57,94041
6/19/2016,87,73,58,94041
6/20/2016,80,69,58,94041
6/21/2016,85,72,58,94041
6/22/2016,72,65,57,94041
6/23/2016,80,68,55,94041
6/24/2016,78,68,57,94041
6/25/2016,86,73,59,94041
6/26/2016,83,71,59,94041
6/27/2016,82,70,58,94041
6/28/2016,78,68,58,94041
6/29/2016,70,63,56,94041
6/30/2016,80,68,56,94041
7/1/2016,76,67,57,94041
7/2/2016,76,66,56,94041
7/3/2016,76,67,57,94041
7/4/2016,75,67,58,94041
7/5/2016,72,65,57,94041
7/6/2016,72,64,55,94041
7/7/2016,70,64,57,94041
7/8/2016,73,65,56,94041
7/9/2016,79,69,58,94041
7/10/2016,81,69,56,94041
7/11/2016,78,68,58,94041
7/12/2016,75,66,56,94041
7/13/2016,84,71,57,94041
7/14/2016,81,70,59,94041
7/15/2016,77,68,58,94041
7/16/2016,77,68,59,94041
7/17/2016,74,65,56,94041
7/18/2016,72,65,57,94041
7/19/2016,72,64,55,94041
7/20/2016,74,63,52,94041
7/21/2016,75,66,57,94041
7/22/2016,78,67,55,94041
7/23/2016,82,70,58,94041
7/24/2016,80,69,58,94041
7/25/2016,79,69,58,94041
7/26/2016,88,75,61,94041
7/27/2016,85,74,62,94041
7/28/2016,80,70,60,94041
7/29/2016,80,70,60,94041
7/30/2016,77,69,60,94041
7/31/2016,75,68,60,94041
8/1/2016,75,68,60,94041
8/2/2016,77,69,61,94041
8/3/2016,77,68,58,94041
8/4/2016,70,64,58,94041
8/5/2016,73,66,59,94041
8/6/2016,70,64,57,94041
8/7/2016,74,65,55,94041
8/8/2016,78,68,57,94041
8/9/2016,81,69,57,94041
8/10/2016,79,68,57,94041
8/11/2016,77,67,57,94041
8/12/2016,77,69,61,94041
8/13/2016,81,70,59,94041
8/14/2016,80,70,60,94041
8/15/2016,74,67,59,94041
8/16/2016,78,69,60,94041
8/17/2016,77,69,60,94041
8/18/2016,77,70,62,94041
8/19/2016,74,68,61,94041
8/20/2016,72,66,60,94041
8/21/2016,73,67,60,94041
8/22/2016,73,67,60,94041
8/23/2016,76,68,60,94041
8/24/2016,74,67,60,94041
8/25/2016,72,66,60,94041
8/26/2016,79,70,61,94041
8/27/2016,75,69,62,94041
8/28/2016,75,68,61,94041
8/29/2016,73,66,59,94041
8/30/2016,76,67,58,94041
8/31/2016,77,68,58,94041
9/1/2015,83,71,59,95113
9/2/2015,78,68,57,95113
9/3/2015,75,66,56,95113
9/4/2015,76,66,55,95113
9/5/2015,80,67,53,95113
9/6/2015,86,69,52,95113
9/7/2015,93,75,56,95113
9/8/2015,96,78,59,95113
9/9/2015,96,81,65,95113
9/10/2015,95,81,66,95113
9/11/2015,89,76,63,95113
9/12/2015,78,69,60,95113
9/13/2015,81,71,61,95113
9/14/2015,74,67,59,95113
9/15/2015,73,65,57,95113
9/16/2015,75,64,52,95113
9/17/2015,75,67,58,95113
9/18/2015,81,68,54,95113
9/19/2015,88,72,55,95113
9/20/2015,95,77,59,95113
9/21/2015,97,81,64,95113
9/22/2015,77,67,57,95113
9/23/2015,82,68,53,95113
9/24/2015,89,74,59,95113
9/25/2015,86,74,61,95113
9/26/2015,83,71,58,95113
9/27/2015,80,70,59,95113
9/28/2015,74,66,58,95113
9/29/2015,71,64,57,95113
9/30/2015,65,62,59,95113
10/1/2015,77,69,60,95113
10/2/2015,81,68,55,95113
10/3/2015,78,66,53,95113
10/4/2015,81,67,52,95113
10/5/2015,80,69,57,95113
10/6/2015,78,68,58,95113
10/7/2015,79,70,60,95113
10/8/2015,86,73,59,95113
10/9/2015,82,70,58,95113
10/10/2015,77,67,57,95113
10/11/2015,82,69,56,95113
10/12/2015,88,72,55,95113
10/13/2015,93,77,61,95113
10/14/2015,84,73,62,95113
10/15/2015,80,72,63,95113
10/16/2015,79,70,60,95113
10/17/2015,73,67,61,95113
10/18/2015,71,64,57,95113
10/19/2015,72,65,57,95113
10/20/2015,80,67,54,95113
10/21/2015,82,67,52,95113
10/22/2015,77,65,53,95113
10/23/2015,79,67,54,95113
10/24/2015,79,66,52,95113
10/25/2015,74,66,57,95113
10/26/2015,78,67,55,95113
10/27/2015,69,63,57,95113
10/28/2015,72,65,57,95113
10/29/2015,75,63,51,95113
10/30/2015,80,65,49,95113
10/31/2015,85,69,53,95113
11/1/2015,73,64,54,95113
11/2/2015,65,58,51,95113
11/3/2015,64,55,46,95113
11/4/2015,66,54,42,95113
11/5/2015,67,55,43,95113
11/6/2015,67,55,43,95113
11/7/2015,68,56,43,95113
11/8/2015,61,53,44,95113
11/9/2015,57,52,46,95113
11/10/2015,58,51,44,95113
11/11/2015,64,53,41,95113
11/12/2015,64,52,40,95113
11/13/2015,67,54,40,95113
11/14/2015,66,54,41,95113
11/15/2015,59,54,48,95113
11/16/2015,61,53,44,95113
11/17/2015,64,54,43,95113
11/18/2015,65,55,44,95113
11/19/2015,68,57,45,95113
11/20/2015,72,60,47,95113
11/21/2015,70,59,47,95113
11/22/2015,71,59,46,95113
11/23/2015,60,53,45,95113
11/24/2015,57,51,45,95113
11/25/2015,54,47,40,95113
11/26/2015,53,45,36,95113
11/27/2015,56,46,35,95113
11/28/2015,58,45,31,95113
11/29/2015,59,46,32,95113
11/30/2015,54,45,35,95113
12/1/2015,62,49,36,95113
12/2/2015,60,51,41,95113
12/3/2015,62,52,42,95113
12/4/2015,62,51,40,95113
12/5/2015,59,50,40,95113
12/6/2015,70,60,49,95113
12/7/2015,63,58,52,95113
12/8/2015,64,56,48,95113
12/9/2015,71,63,54,95113
12/10/2015,63,57,51,95113
12/11/2015,58,53,47,95113
12/12/2015,59,50,41,95113
12/13/2015,55,51,46,95113
12/14/2015,55,46,37,95113
12/15/2015,56,48,39,95113
12/16/2015,59,50,41,95113
12/17/2015,60,49,37,95113
12/18/2015,62,51,40,95113
12/19/2015,56,49,41,95113
12/20/2015,54,46,37,95113
12/21/2015,59,56,52,95113
12/22/2015,62,57,52,95113
12/23/2015,57,51,44,95113
12/24/2015,53,47,40,95113
12/25/2015,52,43,34,95113
12/26/2015,54,46,37,95113
12/27/2015,49,40,30,95113
12/28/2015,49,44,39,95113
12/29/2015,55,44,33,95113
12/30/2015,57,45,32,95113
12/31/2015,53,46,38,95113
1/1/2016,51,42,33,95113
1/2/2016,54,48,41,95113
1/3/2016,55,49,43,95113
1/4/2016,62,55,48,95113
1/5/2016,56,53,49,95113
1/6/2016,54,51,48,95113
1/7/2016,56,50,43,95113
1/8/2016,56,47,38,95113
1/9/2016,56,53,50,95113
1/10/2016,57,52,47,95113
1/11/2016,63,56,48,95113
1/12/2016,66,55,44,95113
1/13/2016,62,54,46,95113
1/14/2016,58,50,42,95113
1/15/2016,65,58,51,95113
1/16/2016,62,58,53,95113
1/17/2016,61,59,56,95113
1/18/2016,66,59,52,95113
1/19/2016,67,60,52,95113
1/20/2016,67,58,48,95113
1/21/2016,68,59,49,95113
1/22/2016,63,60,56,95113
1/23/2016,60,54,48,95113
1/24/2016,59,52,45,95113
1/25/2016,62,53,44,95113
1/26/2016,63,55,47,95113
1/27/2016,66,56,46,95113
1/28/2016,63,53,42,95113
1/29/2016,68,62,55,95113
1/30/2016,59,55,51,95113
1/31/2016,55,51,46,95113
2/1/2016,56,48,39,95113
2/2/2016,58,48,38,95113
2/3/2016,60,49,38,95113
2/4/2016,62,54,45,95113
2/5/2016,65,53,40,95113
2/6/2016,64,53,42,95113
2/7/2016,76,60,44,95113
2/8/2016,78,62,45,95113
2/9/2016,76,61,46,95113
2/10/2016,73,59,45,95113
2/11/2016,72,60,47,95113
2/12/2016,69,59,48,95113
2/13/2016,68,60,52,95113
2/14/2016,71,58,45,95113
2/15/2016,76,64,52,95113
2/16/2016,80,65,49,95113
2/17/2016,68,60,51,95113
2/18/2016,63,56,49,95113
2/19/2016,62,53,44,95113
2/20/2016,62,55,48,95113
2/21/2016,64,54,43,95113
2/22/2016,69,57,44,95113
2/23/2016,73,60,46,95113
2/24/2016,73,59,44,95113
2/25/2016,77,62,47,95113
2/26/2016,71,61,50,95113
2/27/2016,70,62,53,95113
2/28/2016,68,57,46,95113
2/29/2016,75,65,54,95113
3/1/2016,73,63,52,95113
3/2/2016,77,63,49,95113
3/3/2016,72,63,54,95113
3/4/2016,67,63,58,95113
3/5/2016,66,61,55,95113
3/6/2016,62,56,50,95113
3/7/2016,58,53,48,95113
3/8/2016,61,51,41,95113
3/9/2016,71,62,52,95113
3/10/2016,65,63,60,95113
3/11/2016,60,56,52,95113
3/12/2016,60,53,46,95113
3/13/2016,60,58,55,95113
3/14/2016,62,56,49,95113
3/15/2016,66,55,44,95113
3/16/2016,71,57,43,95113
3/17/2016,77,62,47,95113
3/18/2016,68,60,52,95113
3/19/2016,73,63,52,95113
3/20/2016,72,62,52,95113
3/21/2016,67,58,49,95113
3/22/2016,63,55,46,95113
3/23/2016,67,56,45,95113
3/24/2016,69,57,45,95113
3/25/2016,70,59,47,95113
3/26/2016,72,60,47,95113
3/27/2016,66,60,53,95113
3/28/2016,61,54,47,95113
3/29/2016,66,54,41,95113
3/30/2016,65,55,44,95113
3/31/2016,68,60,51,95113
4/1/2016,66,56,45,95113
4/2/2016,73,63,53,95113
4/3/2016,68,61,54,95113
4/4/2016,71,62,52,95113
4/5/2016,82,66,49,95113
4/6/2016,88,71,53,95113
4/7/2016,78,69,59,95113
4/8/2016,66,62,58,95113
4/9/2016,65,62,58,95113
4/10/2016,60,58,55,95113
4/11/2016,70,62,54,95113
4/12/2016,61,57,52,95113
4/13/2016,68,59,49,95113
4/14/2016,65,58,51,95113
4/15/2016,71,60,48,95113
4/16/2016,80,65,49,95113
4/17/2016,87,70,52,95113
4/18/2016,91,72,53,95113
4/19/2016,82,69,56,95113
4/20/2016,79,65,50,95113
4/21/2016,77,67,57,95113
4/22/2016,64,59,54,95113
4/23/2016,68,58,48,95113
4/24/2016,68,60,51,95113
4/25/2016,66,57,47,95113
4/26/2016,69,57,45,95113
4/27/2016,63,56,49,95113
4/28/2016,73,61,49,95113
4/29/2016,71,61,51,95113
4/30/2016,78,64,50,95113
5/1/2016,84,69,54,95113
5/2/2016,74,63,52,95113
5/3/2016,73,64,55,95113
5/4/2016,72,64,56,95113
5/5/2016,71,63,55,95113
5/6/2016,61,58,54,95113
5/7/2016,65,60,54,95113
5/8/2016,71,64,56,95113
5/9/2016,72,64,56,95113
5/10/2016,75,66,56,95113
5/11/2016,73,63,53,95113
5/12/2016,71,64,57,95113
5/13/2016,70,62,53,95113
5/14/2016,74,63,51,95113
5/15/2016,73,66,58,95113
5/16/2016,79,67,55,95113
5/17/2016,89,73,56,95113
5/18/2016,88,74,60,95113
5/19/2016,73,64,55,95113
5/20/2016,65,59,53,95113
5/21/2016,63,58,52,95113
5/22/2016,69,59,48,95113
5/23/2016,70,60,50,95113
5/24/2016,70,63,55,95113
5/25/2016,72,64,56,95113
5/26/2016,78,64,50,95113
5/27/2016,80,67,53,95113
5/28/2016,87,74,60,95113
5/29/2016,83,69,55,95113
5/30/2016,83,69,54,95113
5/31/2016,89,74,58,95113
6/1/2016,82,71,59,95113
6/2/2016,86,71,55,95113
6/3/2016,95,78,60,95113
6/4/2016,89,75,61,95113
6/5/2016,88,74,59,95113
6/6/2016,77,67,57,95113
6/7/2016,79,69,59,95113
6/8/2016,74,67,60,95113
6/9/2016,72,66,59,95113
6/10/2016,73,65,56,95113
6/11/2016,86,70,53,95113
6/12/2016,84,72,59,95113
6/13/2016,75,67,58,95113
6/14/2016,72,63,54,95113
6/15/2016,70,61,51,95113
6/16/2016,77,65,52,95113
6/17/2016,79,69,58,95113
6/18/2016,77,68,58,95113
6/19/2016,87,73,59,95113
6/20/2016,85,72,59,95113
6/21/2016,90,75,59,95113
6/22/2016,75,66,56,95113
6/23/2016,82,68,54,95113
6/24/2016,82,69,56,95113
6/25/2016,90,75,60,95113
6/26/2016,88,74,59,95113
6/27/2016,87,73,59,95113
6/28/2016,84,72,60,95113
6/29/2016,73,65,56,95113
6/30/2016,86,71,56,95113
7/1/2016,81,69,56,95113
7/2/2016,81,68,55,95113
7/3/2016,81,69,57,95113
7/4/2016,80,68,56,95113
7/5/2016,77,67,57,95113
7/6/2016,75,65,55,95113
7/7/2016,73,65,57,95113
7/8/2016,78,69,59,95113
7/9/2016,80,70,60,95113
7/10/2016,79,67,55,95113
7/11/2016,84,71,58,95113
7/12/2016,79,68,56,95113
7/13/2016,89,62,34,95113
7/14/2016,86,73,60,95113
7/15/2016,82,69,55,95113
7/16/2016,82,70,57,95113
7/17/2016,80,68,56,95113
7/18/2016,73,66,58,95113
7/19/2016,75,66,57,95113
7/20/2016,80,68,56,95113
7/21/2016,78,68,57,95113
7/22/2016,85,71,56,95113
7/23/2016,89,74,59,95113
7/24/2016,85,72,59,95113
7/25/2016,84,70,56,95113
7/26/2016,94,78,61,95113
7/27/2016,91,78,64,95113
7/28/2016,86,74,61,95113
7/29/2016,84,72,60,95113
7/30/2016,81,71,60,95113
7/31/2016,79,69,59,95113
8/1/2016,79,69,59,95113
8/2/2016,81,69,57,95113
8/3/2016,82,70,57,95113
8/4/2016,74,66,58,95113
8/5/2016,78,68,58,95113
8/6/2016,75,67,58,95113
8/7/2016,78,67,55,95113
8/8/2016,81,69,57,95113
8/9/2016,85,71,57,95113
8/10/2016,84,70,56,95113
8/11/2016,81,69,56,95113
8/12/2016,80,70,60,95113
8/13/2016,88,74,59,95113
8/14/2016,85,73,60,95113
8/15/2016,79,70,60,95113
8/16/2016,82,71,59,95113
8/17/2016,82,71,59,95113
8/18/2016,80,71,61,95113
8/19/2016,78,68,58,95113
8/20/2016,76,69,61,95113
8/21/2016,78,69,60,95113
8/22/2016,77,69,60,95113
8/23/2016,81,71,60,95113
8/24/2016,78,69,60,95113
8/25/2016,76,68,60,95113
8/26/2016,81,71,60,95113
8/27/2016,78,70,61,95113
8/28/2016,79,70,60,95113
8/29/2016,76,68,60,95113
8/30/2016,81,70,59,95113
8/31/2016,78,69,60,95113
